Information on the schools and colleges which are eligible to be included in the 2014 performance tables underlying data,,,,,,,,
,,,,,,,,
NA: not applicable,,,,,,,,
Local Authority number,Local Authority name,LAESTAB: local authority establishment number,URN: Unique Reference Number,School or college name,Institution Type,Admissions policy (state-funded institutions only),Gender of Sixth Form,Number of students at the end of KS5
928,Northamptonshire,9284014,139961,Wrenn School,Academy sponsor led,COMP,MIXED,87
928,Northamptonshire,9284094,139988,The Ferrers School,Academy - converter mainstream,COMP,MIXED,72
929,Northumberland,9294130,122328,Haydon Bridge Community High School and Sports College,Foundation school,COMP,MIXED,73
929,Northumberland,9294369,122351,Prudhoe Community High School,Community school,COMP,MIXED,102
929,Northumberland,9294415,122355,Ashington High School Sports College,Foundation school,COMP,MIXED,66
929,Northumberland,9294417,122356,Queen Elizabeth High School,Community school,COMP,MIXED,165
929,Northumberland,9294426,122358,Ponteland Community High School,Community school,COMP,MIXED,120
929,Northumberland,9294434,122360,Bedlingtonshire Community High School,Community school,COMP,MIXED,68
929,Northumberland,9294438,122362,The Duchess's Community High School,Community school,COMP,MIXED,128
929,Northumberland,9294439,122363,James Calvert Spence College - Acklington Road,Community school,COMP,MIXED,42
929,Northumberland,9294632,122367,St Benet Biscop Catholic Voluntary Aided High School,Voluntary aided school,COMP,MIXED,83
929,Northumberland,9295400,122374,Astley Community High School,Community school,COMP,MIXED,77
929,Northumberland,9296001,122376,Longridge Towers School,Independent,,MIXED,19
929,Northumberland,9298000,130773,Northumberland College,General Further Education College,NA,MIXED,304
929,Northumberland,9294442,132189,Blyth Community College,Community school,COMP,MIXED,32
929,Northumberland,9296905,135619,Bede Academy,Academy sponsor led,COMP,MIXED,76
929,Northumberland,9296906,135886,Northumberland CofE Academy,Academy sponsor led,COMP,MIXED,45
929,Northumberland,9294424,137457,Cramlington Learning Village,Academy - converter mainstream,COMP,MIXED,125
929,Northumberland,9294437,137598,Berwick Academy,Academy - converter mainstream,COMP,MIXED,86
929,Northumberland,9294501,137746,The King Edward VI School,Academy - converter mainstream,COMP,MIXED,219
931,Oxfordshire,9314007,123230,The Warriner School,Foundation school,COMP,MIXED,0
931,Oxfordshire,9314030,123233,Bicester Community College,Community school,COMP,MIXED,53
931,Oxfordshire,9314032,123234,The Cooper School,Community school,COMP,MIXED,59
931,Oxfordshire,9314052,123238,Wood Green School,Community school,COMP,MIXED,82
931,Oxfordshire,9314077,123243,Wheatley Park School,Community school,COMP,MIXED,69
931,Oxfordshire,9314125,123255,Larkmead School,Community school,COMP,MIXED,49
931,Oxfordshire,9314126,123256,John Mason School,Community school,COMP,MIXED,49
931,Oxfordshire,9314127,123257,Fitzharrys School,Community school,COMP,MIXED,44
931,Oxfordshire,9314128,123258,Matthew Arnold School,Community school,COMP,MIXED,72
931,Oxfordshire,9314600,123270,Blessed George Napier Catholic School and Sports College,Voluntary aided school,COMP,MIXED,61
931,Oxfordshire,9316001,123274,Tudor Hall School,Independent,,GIRLS,46
931,Oxfordshire,9316002,123275,Bloxham School,Independent,,MIXED,65
931,Oxfordshire,9316004,123277,Kingham Hill School,Independent,,MIXED,19
931,Oxfordshire,9316005,123278,Sibford School,Independent,,MIXED,23
931,Oxfordshire,9316034,123282,The Oratory School,Independent,,BOYS,45
931,Oxfordshire,9316046,123283,Cokethorpe School,Independent,,MIXED,53
931,Oxfordshire,9316050,123285,Shiplake College,Independent,,MIXED,60
931,Oxfordshire,9316064,123290,Headington School,Independent,,GIRLS,131
931,Oxfordshire,9316066,123292,St Edward's School,Independent,,MIXED,135
931,Oxfordshire,9316068,123294,Wychwood School,Independent,,GIRLS,9
931,Oxfordshire,9316070,123295,Rye St Antony School,Independent,,GIRLS,25
931,Oxfordshire,9316076,123298,Our Lady's Abingdon,Independent,,GIRLS,35
931,Oxfordshire,9316079,123300,Radley College,Independent,,BOYS,138
931,Oxfordshire,9316093,123310,Oxford High School GDST,Independent,,GIRLS,80
931,Oxfordshire,9316094,123311,Magdalen College School,Independent,,MIXED,142
931,Oxfordshire,9316095,123312,Abingdon School,Independent,,BOYS,151
931,Oxfordshire,9316096,123313,St Helen and St Katharine,Independent,,GIRLS,86
931,Oxfordshire,9316104,123318,d'Overbroeck's College,Independent,,MIXED,110
931,Oxfordshire,9318001,130789,The Henley College,Sixth Form College,NA,MIXED,774
931,Oxfordshire,9318007,130793,Abingdon and Witney College,General Further Education College,NA,MIXED,336
931,Oxfordshire,9314900,132916,Didcot Sixth Form College,,,,133
931,Oxfordshire,9314901,133226,16-19 Abingdon,,,,478
931,Oxfordshire,9316120,133430,"St Clare's, Oxford",Independent,,MIXED,116
931,Oxfordshire,9318004,134153,Activate Learning,General Further Education College,NA,MIXED,1001
931,Oxfordshire,9316126,135236,Bellerbys College Oxford,Independent,,MIXED,27
931,Oxfordshire,9316905,135365,North Oxfordshire Academy,Academy sponsor led,COMP,MIXED,45
931,Oxfordshire,9316906,135675,The Oxford Academy,Academy sponsor led,COMP,MIXED,96
931,Oxfordshire,9316907,136261,Oxford Spires Academy,Academy sponsor led,COMP,MIXED,39
931,Oxfordshire,9314142,137140,King Alfred's,Academy - converter mainstream,COMP,MIXED,123
931,Oxfordshire,9314140,137357,Wallingford School,Academy - converter mainstream,COMP,MIXED,85
931,Oxfordshire,9314054,137919,Bartholomew School,Academy - converter mainstream,COMP,MIXED,51
931,Oxfordshire,9314010,137936,Chipping Norton School,Academy - converter mainstream,COMP,MIXED,59
931,Oxfordshire,9314116,137970,The Cherwell School,Academy - converter mainstream,COMP,MIXED,223
931,Oxfordshire,9314141,137993,Faringdon Community College,Academy - converter mainstream,COMP,MIXED,54
931,Oxfordshire,9314050,138210,The Henry Box School,Academy - converter mainstream,COMP,MIXED,87
931,Oxfordshire,9314040,138289,Burford School and Community College,Academy - converter mainstream,COMP,MIXED,79
931,Oxfordshire,9316007,138363,Abacus College,Independent,,MIXED,5
931,Oxfordshire,9314139,138490,Didcot Girls' School,Academy - converter mainstream,COMP,GIRLS,80
931,Oxfordshire,9314000,138499,Banbury Academy,Academy sponsor led,COMP,MIXED,87
931,Oxfordshire,9316010,138602,Kings Oxford,Independent,,MIXED,20
931,Oxfordshire,9314580,138667,Lord Williams's School,Academy - converter mainstream,COMP,MIXED,226
931,Oxfordshire,9314129,138762,St Birinus School,Academy - converter mainstream,COMP,BOYS,53
931,Oxfordshire,9314560,138817,The Marlborough Church of England School,Academy - converter mainstream,COMP,MIXED,74
931,Oxfordshire,9314060,138897,Gosford Hill School,Academy - converter mainstream,COMP,MIXED,56
931,Oxfordshire,9314120,139146,Cheney School,Academy - converter mainstream,COMP,MIXED,100
931,Oxfordshire,9314145,139528,St Gregory the Great Catholic Secondary School,Academy - converter mainstream,COMP,MIXED,76
931,Oxfordshire,9316014,139997,Carfax Tutorial Establishment,Independent,,MIXED,5
933,Somerset,9334000,123862,Frome Community College,Community school,COMP,MIXED,130
933,Somerset,9334304,123879,The King Alfred School,Community school,COMP,MIXED,37
933,Somerset,9334354,123883,Heathfield Community School,Community school,COMP,MIXED,33
933,Somerset,9334508,123893,Wadham School,Voluntary controlled school,COMP,MIXED,46
933,Somerset,9336003,123904,Bruton School for Girls,Independent,,GIRLS,17
933,Somerset,9336004,123905,King's Bruton,Independent,,MIXED,46
933,Somerset,9336021,123910,Downside School,Independent,,MIXED,70
933,Somerset,9336022,123911,Millfield School,Independent,,MIXED,243
933,Somerset,9336023,123912,King's College,Independent,,MIXED,96
933,Somerset,9336024,123913,Queen's College,Independent,,MIXED,79
933,Somerset,9336025,123914,Taunton School,Independent,,MIXED,151
933,Somerset,9336029,123916,Wells Cathedral School,Independent,,MIXED,98
933,Somerset,9336035,123917,The Park School,Independent,,MIXED,22
933,Somerset,9336178,123930,Wellington School,Independent,,MIXED,74
933,Somerset,9336191,123937,Chilton Cantelo School,Independent,,MIXED,6
933,Somerset,9338000,130803,Bridgwater College,Tertiary College,NA,MIXED,910
933,Somerset,9338003,130804,Somerset College of Arts and Technology,General Further Education College,NA,MIXED,341
933,Somerset,9338006,130805,Yeovil College,Tertiary College,NA,MIXED,292
933,Somerset,9338009,130806,Strode College,Tertiary College,NA,MIXED,498
933,Somerset,9338600,130808,Richard Huish College,Sixth Form College,NA,MIXED,768
933,Somerset,9336905,136193,The Taunton Academy,Academy sponsor led,COMP,MIXED,5
933,Somerset,9334259,136294,Huish Episcopi Academy,Academy - converter mainstream,COMP,MIXED,61
933,Somerset,9334274,136295,Holyrood Academy,Academy - converter mainstream,COMP,MIXED,49
933,Somerset,9334583,136783,The Kings of Wessex Academy,Academy - converter mainstream,COMP,MIXED,113
933,Somerset,9334291,136791,The West Somerset Community College,Academy - converter mainstream,COMP,MIXED,110
933,Somerset,9334358,136916,The Castle School,Academy - converter mainstream,COMP,MIXED,0
933,Somerset,9334504,137285,The Blue School,Academy - converter mainstream,COMP,MIXED,126
933,Somerset,9335400,137313,Sexey's School,Academy - converter mainstream,COMP,MIXED,56
933,Somerset,9334003,139655,Brymore Academy,Academy sponsor led,COMP,BOYS,0
935,Suffolk,9354019,124797,Thomas Gainsborough School,Foundation school,COMP,MIXED,49
935,Suffolk,9354024,124802,Thurston Community College,Community school,COMP,MIXED,128
935,Suffolk,9354027,124804,Newmarket College,Community school,COMP,MIXED,38
935,Suffolk,9354057,124818,Stowmarket High School,Community school,COMP,MIXED,106
935,Suffolk,9354059,124819,Alde Valley School,Community school,COMP,MIXED,48
935,Suffolk,9354090,124840,Northgate High School,Community school,COMP,MIXED,281
935,Suffolk,9354103,124853,Stowupland High School,Community school,COMP,MIXED,59
935,Suffolk,9354500,124856,King Edward VI Church of England Voluntary Controlled Upper School,Voluntary controlled school,COMP,MIXED,157
935,Suffolk,9354600,124861,St Benedict's Catholic School,Voluntary aided school,COMP,MIXED,63
935,Suffolk,9356007,124868,Saint Felix School,Independent,,MIXED,27
935,Suffolk,9356039,124881,Ipswich School,Independent,,MIXED,102
935,Suffolk,9356044,124883,St Joseph's College,Independent,,MIXED,52
935,Suffolk,9356046,124884,Framlingham College,Independent,,MIXED,66
935,Suffolk,9356053,124886,Culford School,Independent,,MIXED,64
935,Suffolk,9356054,124887,Woodbridge School,Independent,,MIXED,87
935,Suffolk,9356055,124888,Ipswich High School,Independent,,GIRLS,29
935,Suffolk,9356056,124889,Royal Hospital School,Independent,,MIXED,97
935,Suffolk,9356062,124892,Finborough School,Independent,,MIXED,8
935,Suffolk,9358000,130818,West Suffolk College,General Further Education College,NA,MIXED,822
935,Suffolk,9358001,130819,Lowestoft College,General Further Education College,NA,MIXED,64
935,Suffolk,9358003,130820,Suffolk New College,General Further Education College,NA,MIXED,623
935,Suffolk,9356082,134480,Focus School - Stoke By Nayland Campus,Independent,,MIXED,9
935,Suffolk,9354604,135863,Suffolk One,Foundation school,NA,MIXED,495
935,Suffolk,9358352,136255,Lowestoft Sixth Form College,Sixth Form College,NA,MIXED,204
935,Suffolk,9354036,136271,Hartismere School,Academy - converter mainstream,COMP,MIXED,79
935,Suffolk,9354102,136322,Samuel Ward Academy,Academy - converter mainstream,COMP,MIXED,59
935,Suffolk,9354606,136453,Ipswich Academy,Academy sponsor led,COMP,MIXED,24
935,Suffolk,9354040,136782,Thomas Mills High School,Academy - converter mainstream,COMP,MIXED,109
935,Suffolk,9354092,136827,Copleston High School,Academy - converter mainstream,COMP,MIXED,139
935,Suffolk,9354076,136834,Farlingaye High School,Academy - converter mainstream,COMP,MIXED,181
935,Suffolk,9354099,136969,Kesgrave High School,Academy - converter mainstream,COMP,MIXED,155
935,Suffolk,9354000,136990,Bury St Edmunds County Upper School,Academy - converter mainstream,COMP,MIXED,74
935,Suffolk,9354075,136998,Bungay High School,Academy - converter mainstream,COMP,MIXED,117
935,Suffolk,9354056,137055,Sir John Leman High School,Academy - converter mainstream,COMP,MIXED,72
935,Suffolk,9354003,137321,Felixstowe Academy,Academy sponsor led,COMP,MIXED,61
935,Suffolk,9354603,137849,St Alban's Catholic High School,Academy - converter mainstream,COMP,MIXED,71
935,Suffolk,9354004,138162,Castle Manor Academy,Academy - converter mainstream,COMP,MIXED,37
935,Suffolk,9354008,138506,Ormiston Sudbury Academy,Academy sponsor led,COMP,MIXED,33
935,Suffolk,9354033,139867,Mildenhall College Academy,Academy - converter mainstream,COMP,MIXED,70
936,Surrey,9366016,100528,St James Senior Boys' School,Independent,,BOYS,27
936,Surrey,9364073,125252,Therfield School,Community school,COMP,MIXED,73
936,Surrey,9364098,125253,Oxted School,Community school,COMP,MIXED,153
936,Surrey,9364454,125264,The Ashcombe School,Community school,COMP,MIXED,152
936,Surrey,9364611,125275,St Andrew's Catholic School,Voluntary aided school,COMP,MIXED,61
936,Surrey,9364619,125276,St Peter's Catholic School,Voluntary aided school,COMP,MIXED,74
936,Surrey,9364622,125278,St Bede's School,Voluntary aided school,COMP,MIXED,148
936,Surrey,9364623,125279,Royal Alexandra and Albert School,Voluntary aided school,COMP,MIXED,55
936,Surrey,9364765,125281,The Priory CofE Voluntary Aided School,Voluntary aided school,COMP,MIXED,48
936,Surrey,9365402,125302,"St John the Baptist Catholic Comprehensive School, Woking",Voluntary aided school,COMP,MIXED,120
936,Surrey,9365409,125309,Heathside School,Foundation school,COMP,MIXED,114
936,Surrey,9365411,125311,St Paul's Catholic College,Voluntary aided school,COMP,MIXED,88
936,Surrey,9365412,125312,"Salesian School, Chertsey",Voluntary aided school,COMP,MIXED,113
936,Surrey,9365415,125315,All Hallows Catholic School,Voluntary aided school,COMP,MIXED,76
936,Surrey,9366001,125318,Greenacre School for Girls,Independent,,GIRLS,15
936,Surrey,9366004,125320,St Catherine's School,Independent,,GIRLS,83
936,Surrey,9366009,125321,Reeds School,Independent,,MIXED,101
936,Surrey,9366010,125322,Prior's Field School,Independent,,GIRLS,40
936,Surrey,9366017,125323,Cranleigh School,Independent,,MIXED,115
936,Surrey,9366030,125332,Epsom College,Independent,,MIXED,170
936,Surrey,9366032,125334,Claremont Fan Court School,Independent,,MIXED,38
936,Surrey,9366038,125338,Frensham Heights School,Independent,,MIXED,31
936,Surrey,9366041,125340,Charterhouse,Independent,,MIXED,218
936,Surrey,9366046,125342,Guildford High School,Independent,,GIRLS,98
936,Surrey,9366050,125345,Tormead School,Independent,,GIRLS,56
936,Surrey,9366054,125348,The Royal School,Independent,,GIRLS,30
936,Surrey,9366061,125349,City of London Freemen's School,Independent,,MIXED,109
936,Surrey,9366070,125353,St John's School,Independent,,MIXED,125
936,Surrey,9366078,125356,Dunottar School,Independent,,GIRLS,17
936,Surrey,9366092,125361,St George's College Weybridge,Independent,,MIXED,106
936,Surrey,9366103,125365,King Edward's School,Independent,,MIXED,53
936,Surrey,9366111,125369,Woldingham School,Independent,,GIRLS,75
936,Surrey,9366163,125375,Notre Dame Senior School,Independent,,GIRLS,21
936,Surrey,9366203,125380,Ewell Castle School,Independent,,BOYS,19
936,Surrey,9366255,125387,Lingfield Notre Dame,Independent,,MIXED,43
936,Surrey,9366259,125388,Box Hill School,Independent,,MIXED,34
936,Surrey,9366418,125402,St Teresa's School,Independent,,GIRLS,40
936,Surrey,9366503,125411,Halliford School,Independent,,MIXED,47
936,Surrey,9366531,125422,Reigate Grammar School,Independent,,MIXED,115
936,Surrey,9366534,125424,Royal Grammar School,Independent,,BOYS,126
936,Surrey,9366535,125425,Sir William Perkins's School,Independent,,GIRLS,50
936,Surrey,9366538,125427,Caterham School,Independent,,MIXED,149
936,Surrey,9366539,125428,Yehudi Menuhin School,Independent,,MIXED,16
936,Surrey,9366564,125442,Hurtwood House School,Independent,,MIXED,161
936,Surrey,9368001,130822,North East Surrey College of Technology,General Further Education College,NA,MIXED,481
936,Surrey,9368002,130823,Guildford College of Further and Higher Education,General Further Education College,NA,MIXED,772
